host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,total_review_activity,host_type,availability_type
162968562,Brooklyn,Gravesend,40.59147,-73.97566,Private room,70,1,1,0.23,1,0,0.23,Single Listing,Low Availability
218511630,Brooklyn,Williamsburg,40.71641,-73.95477,Private room,55,1,4,0.45,3,0,1.8,Small Host,Low Availability
80093359,Brooklyn,Bushwick,40.68589,-73.91422,Private room,55,2,15,1.72,2,0,25.8,Small Host,Low Availability
93948524,Manhattan,Hell's Kitchen,40.75603,-73.99214,Entire home/apt,125,30,3,0.34,1,226,1.02,Single Listing,High Availability
218526982,Manhattan,Lower East Side,40.72165,-73.98695,Entire home/apt,175,2,11,1.2,2,6,13.2,Small Host,Low Availability
18264569,Manhattan,Chinatown,40.71447,-73.99737,Private room,125,2,35,3.82,1,315,133.7,Single Listing,High Availability
92706260,Queens,Flushing,40.76126,-73.81549,Private room,48,1,35,3.79,5,79,132.65,Small Host,Medium Availability
92706260,Queens,Flushing,40.76237,-73.8157,Private room,48,1,39,4.21,5,84,164.19,Small Host,Medium Availability
172369331,Brooklyn,Sheepshead Bay,40.59658,-73.95944,Shared room,50,7,6,0.7,10,311,4.199999999999999,Medium Host,High Availability
67915061,Manhattan,Washington Heights,40.83693,-73.93643,Entire home/apt,80,1,20,2.59,1,28,51.8,Single Listing,Low Availability
194107668,Queens,Glendale,40.70002,-73.89364,Private room,35,7,1,0.11,1,365,0.11,Single Listing,High Availability
136025561,Manhattan,Little Italy,40.71824,-73.99796,Private room,95,2,2,2.0,2,23,4.0,Small Host,Low Availability
20328673,Manhattan,East Village,40.73199,-73.98857,Private room,90,3,1,0.16,1,5,0.16,Single Listing,Low Availability
14453908,Brooklyn,Williamsburg,40.70946,-73.94966,Entire home/apt,85,7,4,0.59,1,357,2.36,Single Listing,High Availability
2180581,Brooklyn,South Slope,40.66656,-73.98204,Private room,85,2,18,1.99,2,0,35.82,Small Host,Low Availability
15528170,Brooklyn,Prospect Heights,40.67737,-73.97159,Private room,90,8,1,0.15,1,156,0.15,Single Listing,Medium Availability
20990306,Brooklyn,Williamsburg,40.71345,-73.95,Entire home/apt,175,2,17,1.83,2,0,31.11,Small Host,Low Availability
43194941,Queens,Astoria,40.76322,-73.91132,Private room,80,1,7,0.76,1,85,5.32,Single Listing,Medium Availability
35594087,Brooklyn,Fort Greene,40.68515,-73.97381,Entire home/apt,134,2,15,1.91,1,41,28.65,Single Listing,Medium Availability
177177772,Manhattan,Upper West Side,40.79639,-73.96889,Entire home/apt,150,2,8,0.9,1,0,7.2,Single Listing,Low Availability
24283455,Brooklyn,Gravesend,40.59075,-73.98359,Private room,40,2,10,1.11,2,0,11.100000000000001,Small Host,Low Availability
8925493,Brooklyn,Bedford-Stuyvesant,40.68252,-73.91165,Private room,55,3,1,0.16,2,89,0.16,Small Host,Medium Availability
1936796,Brooklyn,Williamsburg,40.71179,-73.9387,Private room,60,1,41,4.42,2,5,181.22,Small Host,Low Availability
124069492,Brooklyn,Bushwick,40.70249,-73.92557,Private room,74,1,26,2.9,2,34,75.39999999999999,Small Host,Medium Availability
393107,Brooklyn,Carroll Gardens,40.68035,-73.99611,Private room,69,5,4,0.45,1,0,1.8,Single Listing,Low Availability
218689235,Brooklyn,Williamsburg,40.71441,-73.95229,Entire home/apt,160,2,21,3.28,1,335,68.88,Single Listing,High Availability
187975743,Manhattan,Hell's Kitchen,40.76249,-73.98807,Shared room,65,1,17,4.77,8,198,81.08999999999999,Medium Host,High Availability
216641760,Queens,Jackson Heights,40.75281,-73.87654,Entire home/apt,128,3,33,4.01,1,325,132.32999999999998,Single Listing,High Availability
218680572,Manhattan,Harlem,40.80879,-73.94813,Entire home/apt,250,28,7,1.02,1,183,7.140000000000001,Single Listing,High Availability
155152907,Queens,St. Albans,40.70459,-73.76271,Private room,45,2,15,1.67,2,262,25.049999999999997,Small Host,High Availability
57699301,Brooklyn,Sunset Park,40.63902,-74.01837,Entire home/apt,100,28,4,0.59,1,219,2.36,Single Listing,High Availability
200461550,Brooklyn,Williamsburg,40.70574,-73.92809,Private room,65,2,7,0.77,1,255,5.390000000000001,Single Listing,High Availability
218762580,Manhattan,Harlem,40.8258,-73.95392,Private room,120,3,3,0.36,1,295,1.08,Single Listing,High Availability
218770781,Manhattan,Morningside Heights,40.81088,-73.95677,Entire home/apt,135,2,4,0.53,1,22,2.12,Single Listing,Low Availability
42093468,Bronx,Mott Haven,40.81322,-73.91696,Private room,42,5,7,1.08,4,321,7.5600000000000005,Small Host,High Availability
218793561,Manhattan,East Harlem,40.80771,-73.93853,Private room,66,1,21,2.63,1,64,55.23,Single Listing,Medium Availability
6564232,Manhattan,Harlem,40.81723,-73.93616,Private room,80,2,3,0.34,1,0,1.02,Single Listing,Low Availability
203231204,Queens,Astoria,40.76538,-73.91168,Private room,105,1,2,0.23,1,359,0.46,Single Listing,High Availability
9808458,Bronx,Kingsbridge,40.87072,-73.89974,Private room,65,2,0,0.0,4,364,0.0,Small Host,High Availability
145002203,Brooklyn,Brighton Beach,40.58001,-73.96266,Entire home/apt,80,1,51,5.71,1,303,291.21,Single Listing,High Availability
218825786,Brooklyn,Clinton Hill,40.68883,-73.96141,Private room,55,3,2,0.31,1,0,0.62,Single Listing,Low Availability
215778245,Queens,Corona,40.73894,-73.86477,Shared room,40,2,10,1.19,6,356,11.899999999999999,Medium Host,High Availability
147269347,Queens,Long Island City,40.75507,-73.91822,Private room,70,1,2,2.0,1,342,4.0,Single Listing,High Availability
96479013,Brooklyn,Bedford-Stuyvesant,40.69402,-73.94679,Private room,72,6,6,0.76,3,66,4.5600000000000005,Small Host,Medium Availability
44260966,Bronx,Soundview,40.83144,-73.86639,Private room,38,2,11,1.29,3,188,14.190000000000001,Small Host,High Availability
216772639,Brooklyn,Borough Park,40.63376,-74.00541,Private room,45,1,3,0.42,7,357,1.26,Medium Host,High Availability
218840878,Bronx,Mott Haven,40.81017,-73.92266,Private room,79,2,2,0.23,1,88,0.46,Single Listing,Medium Availability
212697613,Manhattan,Upper West Side,40.78857,-73.97072,Entire home/apt,295,3,19,2.16,1,77,41.040000000000006,Single Listing,Medium Availability
182306283,Brooklyn,Williamsburg,40.71193,-73.95122,Entire home/apt,120,2,40,4.88,1,13,195.2,Single Listing,Low Availability
6586697,Queens,Astoria,40.76696,-73.91108,Private room,55,1,4,0.45,3,0,1.8,Small Host,Low Availability
32987584,Manhattan,Upper West Side,40.79574,-73.96192,Private room,70,6,22,2.42,1,0,53.239999999999995,Single Listing,Low Availability
143052745,Bronx,Mott Haven,40.80958,-73.91895,Private room,120,1,29,3.15,4,312,91.35,Small Host,High Availability
27084741,Queens,Woodside,40.74459,-73.91167,Private room,90,1,2,0.77,2,173,1.54,Small Host,Medium Availability
218883687,Brooklyn,East Flatbush,40.63931,-73.94451,Private room,125,1,7,0.76,2,364,5.32,Small Host,High Availability
10989161,Manhattan,Upper East Side,40.77513,-73.94977,Entire home/apt,135,1,20,2.74,1,1,54.800000000000004,Single Listing,Low Availability
335046,Manhattan,Lower East Side,40.71241,-73.98913,Private room,120,3,5,0.55,3,361,2.75,Small Host,High Availability
63952962,Bronx,Mott Haven,40.81102,-73.92778,Entire home/apt,81,4,5,0.62,1,0,3.1,Single Listing,Low Availability
79499558,Queens,Jackson Heights,40.75346,-73.88397,Private room,68,4,22,2.45,4,100,53.900000000000006,Small Host,Medium Availability
30895980,Brooklyn,Brighton Beach,40.57504,-73.95551,Entire home/apt,105,2,6,0.85,2,332,5.1,Small Host,High Availability
188741104,Manhattan,Harlem,40.80872,-73.94274,Entire home/apt,200,31,25,2.81,4,91,70.25,Small Host,Medium Availability
171214206,Manhattan,Morningside Heights,40.80445,-73.96373,Private room,75,1,29,3.33,3,8,96.57000000000001,Small Host,Low Availability
155297713,Brooklyn,Bushwick,40.70529,-73.92535,Private room,40,30,1,0.13,3,54,0.13,Small Host,Medium Availability
169467786,Brooklyn,Williamsburg,40.71001,-73.96101,Entire home/apt,215,1,5,2.21,1,165,11.05,Single Listing,Medium Availability
8185593,Brooklyn,Williamsburg,40.70951,-73.95443,Private room,80,3,1,0.12,1,8,0.12,Single Listing,Low Availability
1609077,Queens,Forest Hills,40.7111,-73.84099,Private room,150,2,1,0.16,3,365,0.16,Small Host,High Availability
447895,Manhattan,East Village,40.723,-73.97753,Entire home/apt,112,2,4,0.5,1,0,2.0,Single Listing,Low Availability
142833006,Brooklyn,Bushwick,40.70631,-73.92064,Private room,42,2,2,0.26,1,0,0.52,Single Listing,Low Availability
218978124,Manhattan,Upper West Side,40.78127,-73.98366,Entire home/apt,80,3,10,1.51,1,0,15.1,Single Listing,Low Availability
10407935,Manhattan,SoHo,40.72725,-74.00245,Entire home/apt,89,1,45,4.93,8,34,221.85,Medium Host,Medium Availability
215588687,Brooklyn,Prospect-Lefferts Gardens,40.66017,-73.9475,Shared room,25,2,4,0.53,6,365,2.12,Medium Host,High Availability
177396569,Manhattan,Hell's Kitchen,40.76247,-73.99254,Entire home/apt,120,5,0,0.0,3,40,0.0,Small Host,Medium Availability
183707967,Manhattan,Washington Heights,40.85277,-73.92916,Entire home/apt,120,2,16,1.8,4,365,28.8,Small Host,High Availability
201813482,Brooklyn,Bushwick,40.70652,-73.91784,Shared room,25,4,14,1.56,5,62,21.84,Small Host,Medium Availability
121836170,Brooklyn,Bushwick,40.70229,-73.92223,Private room,85,1,40,4.62,1,354,184.8,Single Listing,High Availability
201813482,Brooklyn,Bushwick,40.70431,-73.91584,Shared room,25,4,17,1.88,5,80,31.959999999999997,Small Host,Medium Availability
40544318,Manhattan,Battery Park City,40.71138,-74.01575,Entire home/apt,200,1,9,1.01,1,0,9.09,Single Listing,Low Availability
22123619,Brooklyn,Crown Heights,40.675,-73.91903,Private room,48,30,2,0.23,2,89,0.46,Small Host,Medium Availability
219012245,Brooklyn,Canarsie,40.63655,-73.91065,Entire home/apt,78,1,10,2.17,1,3,21.7,Single Listing,Low Availability
219016824,Manhattan,Chelsea,40.75049,-73.99809,Entire home/apt,69,1,2,0.24,1,1,0.48,Single Listing,Low Availability
179387087,Brooklyn,Bedford-Stuyvesant,40.67941,-73.90849,Private room,55,4,11,1.2,3,0,13.2,Small Host,Low Availability
31218019,Manhattan,Financial District,40.70538,-74.00742,Shared room,150,2,11,1.33,1,270,14.63,Single Listing,High Availability
116381793,Manhattan,SoHo,40.72182,-73.99963,Private room,134,1,3,0.36,1,70,1.08,Single Listing,Medium Availability
164538104,Queens,Maspeth,40.74079,-73.90057,Private room,42,1,1,0.11,1,178,0.11,Single Listing,Medium Availability
219080539,Manhattan,Hell's Kitchen,40.76108,-73.99358,Private room,100,1,15,1.74,1,27,26.1,Single Listing,Low Availability
49745989,Brooklyn,Crown Heights,40.67175,-73.9436,Entire home/apt,80,4,12,1.86,1,29,22.32,Single Listing,Low Availability
58658843,Brooklyn,Williamsburg,40.71168,-73.95626,Private room,67,1,15,1.65,3,0,24.75,Small Host,Low Availability
58658843,Brooklyn,Williamsburg,40.70987,-73.95818,Private room,66,1,45,4.91,3,75,220.95000000000002,Small Host,Medium Availability
1104166,Brooklyn,Williamsburg,40.71164,-73.95173,Private room,95,2,7,0.77,4,3,5.390000000000001,Small Host,Low Availability
44129118,Manhattan,Financial District,40.7105,-74.00845,Entire home/apt,249,20,0,0.0,2,0,0.0,Small Host,Low Availability
48806776,Brooklyn,Carroll Gardens,40.68132,-73.99169,Entire home/apt,175,2,14,2.05,1,119,28.699999999999996,Single Listing,Medium Availability
8597272,Manhattan,Hell's Kitchen,40.76479,-73.98831,Entire home/apt,200,5,2,0.23,1,15,0.46,Single Listing,Low Availability
210755291,Queens,Astoria,40.76172,-73.92098,Private room,100,3,2,0.94,1,364,1.88,Single Listing,High Availability
94214493,Brooklyn,East Flatbush,40.65554,-73.9184,Private room,70,7,0,0.0,9,365,0.0,Medium Host,High Availability
190324721,Queens,Flushing,40.75914,-73.83352,Private room,70,1,5,0.82,4,5,4.1,Small Host,Low Availability
48954003,Bronx,Olinville,40.88453,-73.86273,Private room,80,2,20,2.2,1,188,44.0,Single Listing,High Availability
216065402,Queens,College Point,40.79439,-73.84675,Private room,60,2,19,2.11,1,331,40.089999999999996,Single Listing,High Availability
24103915,Brooklyn,Flatbush,40.63517,-73.96221,Entire home/apt,89,1,22,2.48,1,35,54.56,Single Listing,Medium Availability
94214493,Brooklyn,East Flatbush,40.65454,-73.91885,Private room,90,7,1,0.79,9,365,0.79,Medium Host,High Availability
158407820,Queens,Woodside,40.75368,-73.90216,Private room,53,2,33,3.67,5,157,121.11,Small Host,Medium Availability
153500245,Brooklyn,Bedford-Stuyvesant,40.67872,-73.90967,Private room,90,1,51,5.56,2,224,283.56,Small Host,High Availability
219167320,Queens,Queens Village,40.71059,-73.74515,Entire home/apt,60,3,25,3.16,1,143,79.0,Single Listing,Medium Availability
8119708,Brooklyn,Midwood,40.62795,-73.96281,Entire home/apt,125,3,6,0.71,3,173,4.26,Small Host,Medium Availability
104351616,Brooklyn,Bushwick,40.70166,-73.93062,Private room,50,5,0,0.0,1,0,0.0,Single Listing,Low Availability
26860800,Manhattan,SoHo,40.72614,-74.00076,Private room,115,1,31,3.39,1,1,105.09,Single Listing,Low Availability
21339635,Manhattan,Upper West Side,40.77708,-73.98791,Entire home/apt,138,3,24,2.69,1,1,64.56,Single Listing,Low Availability
41939513,Manhattan,Harlem,40.79913,-73.95357,Private room,120,5,3,0.38,1,0,1.1400000000000001,Single Listing,Low Availability
219262205,Queens,Jamaica,40.70094,-73.81446,Private room,60,1,37,4.17,1,0,154.29,Single Listing,Low Availability
10220753,Brooklyn,Sunset Park,40.65209,-74.01136,Private room,112,1,10,1.15,2,0,11.5,Small Host,Low Availability
24738407,Brooklyn,East Flatbush,40.63853,-73.94869,Entire home/apt,140,3,33,4.01,2,116,132.32999999999998,Small Host,Medium Availability
24230637,Manhattan,Upper East Side,40.77003,-73.95018,Entire home/apt,199,20,0,0.0,1,337,0.0,Single Listing,High Availability
56177749,Queens,Woodside,40.74218,-73.90403,Private room,31,1,1,0.11,1,0,0.11,Single Listing,Low Availability
5953382,Brooklyn,Bedford-Stuyvesant,40.69196,-73.95969,Entire home/apt,100,3,5,0.57,1,0,2.8499999999999996,Single Listing,Low Availability
202587815,Manhattan,East Harlem,40.79006,-73.94969,Private room,120,2,27,3.29,2,188,88.83,Small Host,High Availability
213781715,Manhattan,NoHo,40.72904,-73.99344,Entire home/apt,225,1,2,0.24,33,179,0.48,Large Host,Medium Availability
11854642,Manhattan,West Village,40.73255,-74.00173,Entire home/apt,157,5,1,0.13,1,0,0.13,Single Listing,Low Availability
157397904,Brooklyn,Williamsburg,40.71705,-73.96545,Entire home/apt,275,30,2,0.68,1,77,1.36,Single Listing,Medium Availability
219305025,Brooklyn,Cypress Hills,40.67855,-73.86961,Private room,80,1,3,0.42,1,1,1.26,Single Listing,Low Availability
22175061,Queens,Forest Hills,40.72096,-73.8539,Entire home/apt,99,2,44,4.94,2,35,217.36,Small Host,Medium Availability
161873557,Brooklyn,Bedford-Stuyvesant,40.69898,-73.94705,Entire home/apt,85,3,34,4.36,1,42,148.24,Single Listing,Medium Availability
219330285,Bronx,Wakefield,40.89385,-73.8448,Entire home/apt,80,3,6,0.71,1,0,4.26,Single Listing,Low Availability
219333557,Queens,East Elmhurst,40.76274,-73.86866,Private room,79,1,8,1.26,7,96,10.08,Medium Host,Medium Availability
14953075,Manhattan,Harlem,40.81562,-73.94712,Entire home/apt,150,5,3,0.38,1,0,1.1400000000000001,Single Listing,Low Availability
218300830,Manhattan,Upper East Side,40.77345,-73.95386,Private room,100,1,76,9.58,2,281,728.08,Small Host,High Availability
59204717,Brooklyn,Bedford-Stuyvesant,40.69156,-73.95307,Private room,87,2,3,0.35,1,0,1.0499999999999998,Single Listing,Low Availability
219347424,Brooklyn,East New York,40.66737,-73.87551,Private room,150,2,1,0.14,2,354,0.14,Small Host,High Availability
218300830,Manhattan,Upper East Side,40.77375,-73.9541,Private room,100,1,59,7.31,2,257,431.28999999999996,Small Host,High Availability
16965783,Manhattan,Harlem,40.82452,-73.94427,Private room,56,3,17,2.63,1,228,44.71,Single Listing,High Availability
90996947,Brooklyn,Prospect-Lefferts Gardens,40.66226,-73.94855,Private room,70,2,4,0.46,1,321,1.84,Single Listing,High Availability
24738407,Brooklyn,East Flatbush,40.63905,-73.95046,Entire home/apt,120,3,23,2.79,2,121,64.17,Small Host,Medium Availability
19739986,Manhattan,Upper East Side,40.76731,-73.95843,Entire home/apt,155,1,50,5.75,1,8,287.5,Single Listing,Low Availability
115734913,Bronx,Fordham,40.85791,-73.89528,Private room,39,2,24,2.73,1,211,65.52,Single Listing,High Availability
46337258,Brooklyn,Clinton Hill,40.69416,-73.96866,Entire home/apt,200,3,2,0.22,1,16,0.44,Single Listing,Low Availability
67186748,Manhattan,Hell's Kitchen,40.76129,-73.9943,Private room,250,1,4,0.44,1,365,1.76,Single Listing,High Availability
219383069,Manhattan,Financial District,40.70494,-74.00964,Entire home/apt,220,1,8,0.89,1,0,7.12,Single Listing,Low Availability
24405003,Manhattan,Chinatown,40.7147,-73.99279,Private room,106,2,9,1.12,3,117,10.080000000000002,Small Host,Medium Availability
15872352,Queens,Rego Park,40.73095,-73.86411,Shared room,40,1,25,2.9,2,78,72.5,Small Host,Medium Availability
165607672,Bronx,Fordham,40.85765,-73.90351,Private room,48,2,18,2.0,2,34,36.0,Small Host,Medium Availability
56648414,Manhattan,East Village,40.72759,-73.98786,Entire home/apt,125,1,11,1.26,1,0,13.86,Single Listing,Low Availability
2604247,Brooklyn,Bushwick,40.70426,-73.91308,Entire home/apt,150,5,1,0.13,1,0,0.13,Single Listing,Low Availability
113411637,Brooklyn,Williamsburg,40.71954,-73.94329,Private room,68,2,5,0.61,1,4,3.05,Single Listing,Low Availability
219465297,Queens,Jackson Heights,40.75491,-73.88313,Private room,49,2,10,1.15,1,5,11.5,Single Listing,Low Availability
12171344,Brooklyn,Crown Heights,40.66506,-73.95177,Entire home/apt,185,2,6,0.79,2,2,4.74,Small Host,Low Availability
20825054,Manhattan,Inwood,40.86565,-73.92348,Private room,50,2,44,4.85,1,271,213.39999999999998,Single Listing,High Availability
52083976,Manhattan,Murray Hill,40.74466,-73.9737,Entire home/apt,140,1,0,0.0,1,0,0.0,Single Listing,Low Availability
199786012,Brooklyn,Bedford-Stuyvesant,40.69558,-73.94697,Private room,65,30,21,2.31,3,365,48.51,Small Host,High Availability
5759665,Brooklyn,Bushwick,40.70752,-73.92217,Entire home/apt,120,2,9,1.03,1,0,9.27,Single Listing,Low Availability
218936218,Manhattan,Financial District,40.71148,-74.01283,Entire home/apt,230,3,8,0.95,1,23,7.6,Single Listing,Low Availability
219499219,Brooklyn,Bedford-Stuyvesant,40.69167,-73.948,Private room,60,1,7,0.78,2,28,5.46,Small Host,Low Availability
219499104,Brooklyn,Flatbush,40.6355,-73.95205,Private room,60,1,12,1.34,1,90,16.080000000000002,Single Listing,Medium Availability
96737879,Brooklyn,Williamsburg,40.70266,-73.93413,Private room,60,3,12,2.55,3,73,30.599999999999998,Small Host,Medium Availability
217784241,Brooklyn,Williamsburg,40.70964,-73.95969,Private room,60,1,81,8.97,4,0,726.57,Small Host,Low Availability
28531618,Manhattan,Upper West Side,40.77169,-73.99117,Shared room,79,3,4,0.5,1,76,2.0,Single Listing,Medium Availability
66361,Manhattan,Upper West Side,40.79566,-73.96954,Entire home/apt,275,2,8,0.99,1,24,7.92,Single Listing,Low Availability
960248,Manhattan,East Harlem,40.79511,-73.9373,Entire home/apt,220,3,21,4.04,1,24,84.84,Single Listing,Low Availability
161057073,Manhattan,Kips Bay,40.73945,-73.98168,Entire home/apt,95,2,39,4.33,4,74,168.87,Small Host,Medium Availability
22474793,Brooklyn,Kensington,40.64046,-73.97233,Entire home/apt,130,1,2,1.28,1,95,2.56,Single Listing,Medium Availability
216944902,Manhattan,East Harlem,40.79055,-73.94867,Private room,85,1,6,0.67,1,0,4.0200000000000005,Single Listing,Low Availability
183748836,Manhattan,Midtown,40.75829,-73.97259,Private room,120,1,44,4.91,1,4,216.04000000000002,Single Listing,Low Availability
895135,Brooklyn,Williamsburg,40.70717,-73.94622,Entire home/apt,95,3,7,0.93,3,363,6.510000000000001,Small Host,High Availability
163046191,Brooklyn,Fort Greene,40.68257,-73.97139,Private room,45,30,1,0.61,2,77,0.61,Small Host,Medium Availability
219333557,Queens,East Elmhurst,40.76294,-73.86883,Private room,49,1,17,1.9,7,0,32.3,Medium Host,Low Availability
83907534,Manhattan,Kips Bay,40.74228,-73.97601,Entire home/apt,175,7,5,0.66,1,32,3.3000000000000003,Single Listing,Medium Availability
121130063,Brooklyn,Bushwick,40.70428,-73.92702,Private room,70,2,2,2.0,3,358,4.0,Small Host,High Availability
72006801,Queens,Ridgewood,40.70208,-73.91125,Entire home/apt,120,2,2,0.24,1,5,0.48,Single Listing,Low Availability
219544415,Brooklyn,Bedford-Stuyvesant,40.69232,-73.94966,Private room,70,2,14,1.65,3,365,23.099999999999998,Small Host,High Availability
219333557,Queens,East Elmhurst,40.76251,-73.86765,Private room,59,1,17,1.9,7,0,32.3,Medium Host,Low Availability
219548329,Queens,East Elmhurst,40.76971,-73.87273,Entire home/apt,99,1,34,3.76,1,166,127.83999999999999,Single Listing,Medium Availability
219548549,Brooklyn,Bushwick,40.69272,-73.92067,Private room,155,1,1,0.11,2,365,0.11,Small Host,High Availability
217075214,Brooklyn,Canarsie,40.64116,-73.88346,Entire home/apt,125,3,3,0.43,1,85,1.29,Single Listing,Medium Availability
32830245,Brooklyn,Prospect Heights,40.68063,-73.97334,Entire home/apt,180,2,9,1.01,1,0,9.09,Single Listing,Low Availability
219099148,Queens,Ridgewood,40.70605,-73.90374,Private room,50,1,14,1.7,1,272,23.8,Single Listing,High Availability
219558480,Manhattan,East Village,40.72876,-73.98655,Entire home/apt,187,7,4,0.47,1,56,1.88,Single Listing,Medium Availability
87786261,Brooklyn,South Slope,40.66238,-73.98742,Entire home/apt,179,2,9,1.03,5,152,9.27,Small Host,Medium Availability
214270886,Manhattan,Midtown,40.75138,-73.98143,Entire home/apt,300,1,10,1.15,1,0,11.5,Single Listing,Low Availability
28260018,Queens,Ditmars Steinway,40.77612,-73.90456,Private room,96,1,63,7.08,1,80,446.04,Single Listing,Medium Availability
73425483,Brooklyn,Bedford-Stuyvesant,40.69263,-73.93992,Private room,75,2,22,2.45,6,308,53.900000000000006,Medium Host,High Availability
3959013,Brooklyn,Brooklyn Heights,40.69228,-73.99768,Entire home/apt,151,5,4,0.63,1,27,2.52,Single Listing,Low Availability
61391963,Manhattan,Little Italy,40.71881,-73.99675,Entire home/apt,165,30,2,0.33,91,347,0.66,Large Host,High Availability
61391963,Manhattan,Kips Bay,40.74472,-73.97932,Entire home/apt,125,30,1,1.0,91,352,1.0,Large Host,High Availability
200380610,Manhattan,Gramercy,40.73261,-73.98398,Entire home/apt,180,30,0,0.0,65,364,0.0,Large Host,High Availability
21030441,Queens,Astoria,40.76836,-73.91506,Private room,87,2,20,3.24,1,282,64.80000000000001,Single Listing,High Availability
7795299,Manhattan,Gramercy,40.73254,-73.98207,Private room,100,3,8,1.0,1,13,8.0,Single Listing,Low Availability
7912469,Brooklyn,Williamsburg,40.70695,-73.94913,Private room,50,2,3,0.34,1,0,1.02,Single Listing,Low Availability
200380610,Manhattan,Upper West Side,40.7854,-73.97532,Entire home/apt,215,30,0,0.0,65,365,0.0,Large Host,High Availability
219666829,Queens,Bay Terrace,40.77971,-73.77857,Shared room,32,2,6,0.95,1,169,5.699999999999999,Single Listing,Medium Availability
219669515,Brooklyn,Bushwick,40.70328,-73.92006,Private room,50,2,6,5.62,1,10,33.72,Single Listing,Low Availability
219347424,Brooklyn,East New York,40.66788,-73.87339,Entire home/apt,150,2,6,0.69,2,171,4.14,Small Host,Medium Availability
201813482,Brooklyn,Bushwick,40.70442,-73.91707,Shared room,25,4,27,3.01,5,49,81.27,Small Host,Medium Availability
9770822,Brooklyn,Williamsburg,40.71233,-73.93781,Private room,55,3,13,1.55,1,36,20.150000000000002,Single Listing,Medium Availability
219678120,Brooklyn,Crown Heights,40.67419,-73.92173,Entire home/apt,200,3,21,2.79,1,327,58.59,Single Listing,High Availability
17604711,Brooklyn,Downtown Brooklyn,40.6904,-73.98502,Entire home/apt,135,9,5,0.62,1,12,3.1,Single Listing,Low Availability
11823440,Brooklyn,Bedford-Stuyvesant,40.68364,-73.92306,Entire home/apt,129,3,42,4.81,1,233,202.01999999999998,Single Listing,High Availability
219462780,Manhattan,Harlem,40.82746,-73.94718,Private room,60,2,1,0.14,1,83,0.14,Single Listing,Medium Availability
95921282,Queens,Richmond Hill,40.68308,-73.81649,Entire home/apt,165,2,29,3.23,1,362,93.67,Single Listing,High Availability
181885938,Queens,Elmhurst,40.73288,-73.87177,Private room,55,2,8,0.9,2,315,7.2,Small Host,High Availability
219717193,Manhattan,Gramercy,40.73288,-73.98251,Private room,59,5,18,2.01,2,5,36.17999999999999,Small Host,Low Availability
92706260,Queens,Flushing,40.76126,-73.81443,Private room,45,1,58,6.42,5,75,372.36,Small Host,Medium Availability
219727469,Brooklyn,Bedford-Stuyvesant,40.67737,-73.90935,Private room,75,1,43,4.8,4,52,206.4,Small Host,Medium Availability
41209536,Brooklyn,Bedford-Stuyvesant,40.69732,-73.93684,Entire home/apt,125,3,19,2.27,1,225,43.13,Single Listing,High Availability
155297713,Brooklyn,Bushwick,40.70531,-73.92592,Private room,39,30,1,0.77,3,38,0.77,Small Host,Medium Availability
219738858,Manhattan,Lower East Side,40.72074,-73.98487,Entire home/apt,195,30,21,2.43,5,117,51.03,Small Host,Medium Availability
112794720,Brooklyn,Carroll Gardens,40.68386,-73.99807,Entire home/apt,125,1,1,0.65,1,34,0.65,Single Listing,Medium Availability
219746152,Manhattan,Washington Heights,40.83788,-73.9402,Private room,60,3,8,1.15,1,2,9.2,Single Listing,Low Availability
51699123,Brooklyn,Bushwick,40.69854,-73.91086,Private room,70,2,29,4.73,2,121,137.17000000000002,Small Host,Medium Availability
219333557,Queens,East Elmhurst,40.76236,-73.86862,Entire home/apt,149,1,40,5.0,7,0,200.0,Medium Host,Low Availability
52484523,Brooklyn,Bushwick,40.70247,-73.91409,Private room,100,3,4,0.59,1,0,2.36,Single Listing,Low Availability
217792112,Manhattan,Chelsea,40.74889,-74.00132,Entire home/apt,320,3,40,4.53,1,95,181.20000000000002,Single Listing,Medium Availability
219782181,Manhattan,Lower East Side,40.715,-73.98596,Private room,80,1,22,2.54,3,123,55.88,Small Host,Medium Availability
219785279,Brooklyn,Bedford-Stuyvesant,40.68131,-73.95254,Private room,79,2,18,2.1,1,74,37.800000000000004,Single Listing,Medium Availability
203123161,Bronx,Concourse,40.82132,-73.92884,Entire home/apt,100,3,24,3.44,2,187,82.56,Small Host,High Availability
26377263,Brooklyn,East Flatbush,40.65385,-73.93657,Private room,53,19,0,0.0,43,347,0.0,Large Host,High Availability
26377263,Brooklyn,East Flatbush,40.65405,-73.93657,Private room,53,30,0,0.0,43,311,0.0,Large Host,High Availability
137358866,Brooklyn,Bushwick,40.69248,-73.91189,Private room,43,30,0,0.0,103,157,0.0,Large Host,Medium Availability
103368847,Manhattan,Upper West Side,40.78579,-73.97148,Entire home/apt,150,2,25,4.36,1,129,109.00000000000001,Single Listing,Medium Availability
62167677,Manhattan,East Village,40.72784,-73.98473,Private room,60,8,1,0.29,2,0,0.29,Small Host,Low Availability
122551862,Brooklyn,Bedford-Stuyvesant,40.68605,-73.94528,Private room,41,2,18,2.23,2,18,40.14,Small Host,Low Availability
